NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NEGATIVE_REGULATION_OF_NECROPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_NECROPTOTIC_PROCESS		17	-0.38038123	-0.8869213	0.64807695	1.0	1.0	22903	tags=100%, list=62%, signal=263%	
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		28	-0.33886933	-0.8865603	0.62478185	1.0	1.0	8494	tags=32%, list=23%, signal=42%	
GOBP_HETEROTYPIC_CELL_CELL_ADHESION	GOBP_HETEROTYPIC_CELL_CELL_ADHESION		62	-0.28860924	-0.8846458	0.6896552	1.0	1.0	6533	tags=16%, list=18%, signal=20%	
GOBP_REGULATION_OF_PLATELET_AGGREGATION	GOBP_REGULATION_OF_PLATELET_AGGREGATION		30	-0.33393672	-0.88272554	0.6594324	1.0	1.0	8757	tags=33%, list=24%, signal=44%	
GOBP_SEROTONIN_TRANSPORT	GOBP_SEROTONIN_TRANSPORT		28	-0.33383116	-0.8824645	0.66608393	1.0	1.0	4214	tags=14%, list=11%, signal=16%	
GOBP_LIPID_DROPLET_FORMATION	GOBP_LIPID_DROPLET_FORMATION		21	-0.35244346	-0.88222474	0.62432915	1.0	1.0	2758	tags=10%, list=7%, signal=10%	
GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS		20	-0.35256985	-0.8807498	0.6330275	1.0	1.0	5441	tags=15%, list=15%, signal=18%	
GOBP_PORE_COMPLEX_ASSEMBLY	GOBP_PORE_COMPLEX_ASSEMBLY		24	-0.34974408	-0.8804683	0.62702703	1.0	1.0	24037	tags=100%, list=65%, signal=286%	
GOBP_AGGREPHAGY	GOBP_AGGREPHAGY		18	-0.37050876	-0.8801799	0.65957445	1.0	1.0	23268	tags=100%, list=63%, signal=270%	
GOBP_MACROPHAGE_CYTOKINE_PRODUCTION	GOBP_MACROPHAGE_CYTOKINE_PRODUCTION		18	-0.37411928	-0.8797518	0.6703297	1.0	1.0	14073	tags=61%, list=38%, signal=99%	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE	GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE		17	-0.37278396	-0.8796778	0.6452763	1.0	1.0	809	tags=18%, list=2%, signal=18%	
GOBP_TYPE_2_MITOPHAGY	GOBP_TYPE_2_MITOPHAGY		17	-0.3742622	-0.87963444	0.6300578	1.0	1.0	23129	tags=100%, list=63%, signal=267%	
GOBP_RESPONSE_TO_LIGHT_INTENSITY	GOBP_RESPONSE_TO_LIGHT_INTENSITY		18	-0.36197218	-0.87955695	0.6294964	1.0	1.0	7008	tags=22%, list=19%, signal=27%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION		22	-0.35354897	-0.8793005	0.6370107	1.0	1.0	7141	tags=23%, list=19%, signal=28%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION		59	-0.2903336	-0.87838095	0.6793389	1.0	1.0	9188	tags=31%, list=25%, signal=41%	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE		37	-0.31136125	-0.8779683	0.68245614	1.0	1.0	8922	tags=41%, list=24%, signal=53%	
GOBP_BLASTOCYST_DEVELOPMENT	GOBP_BLASTOCYST_DEVELOPMENT		145	-0.2584561	-0.877354	0.76347303	1.0	1.0	1295	tags=3%, list=4%, signal=4%	
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA		43	-0.30908927	-0.8760945	0.66292137	1.0	1.0	2086	tags=7%, list=6%, signal=7%	
GOBP_AUDITORY_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	GOBP_AUDITORY_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION		24	-0.33888665	-0.87538075	0.63734293	1.0	1.0	5812	tags=17%, list=16%, signal=20%	
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	GOBP_LONG_TERM_SYNAPTIC_POTENTIATION		134	-0.25902614	-0.87478596	0.75037146	1.0	1.0	7725	tags=21%, list=21%, signal=26%	
GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY	GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY		18	-0.35342377	-0.8736311	0.6414763	1.0	1.0	23899	tags=100%, list=65%, signal=283%	
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE	GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE		19	-0.3614442	-0.87349975	0.6405694	1.0	1.0	8376	tags=26%, list=23%, signal=34%	
GOBP_HEPARIN_PROTEOGLYCAN_METABOLIC_PROCESS	GOBP_HEPARIN_PROTEOGLYCAN_METABOLIC_PROCESS		15	-0.37776154	-0.87224233	0.64748204	1.0	1.0	22999	tags=100%, list=62%, signal=265%	
GOBP_MITOPHAGY	GOBP_MITOPHAGY		93	-0.2713433	-0.87074506	0.72952086	1.0	1.0	23129	tags=96%, list=63%, signal=255%	
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	GOBP_REGULATION_OF_MAST_CELL_ACTIVATION		28	-0.33436105	-0.87074083	0.6627517	1.0	1.0	8429	tags=32%, list=23%, signal=42%	
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX		40	-0.3061429	-0.87050235	0.6832	1.0	1.0	6686	tags=15%, list=18%, signal=18%	
GOBP_REGULATION_OF_INTESTINAL_ABSORPTION	GOBP_REGULATION_OF_INTESTINAL_ABSORPTION		18	-0.35933468	-0.8683601	0.67391306	1.0	1.0	2275	tags=11%, list=6%, signal=12%	
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY		48	-0.29508087	-0.8682311	0.7275641	1.0	1.0	6904	tags=19%, list=19%, signal=23%	
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		15	-0.3780644	-0.86820203	0.6545802	1.0	1.0	5795	tags=13%, list=16%, signal=16%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME		20	-0.35206196	-0.8679136	0.6499102	1.0	1.0	23950	tags=100%, list=65%, signal=284%	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		41	-0.30319196	-0.8673515	0.6853933	1.0	1.0	5933	tags=15%, list=16%, signal=17%	
GOBP_NEGATIVE_REGULATION_OF_HEART_RATE	GOBP_NEGATIVE_REGULATION_OF_HEART_RATE		16	-0.37648928	-0.86641115	0.6434938	1.0	1.0	4026	tags=19%, list=11%, signal=21%	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER		29	-0.3269311	-0.866034	0.6809269	1.0	1.0	4137	tags=21%, list=11%, signal=23%	
GOBP_PEROXISOMAL_TRANSPORT	GOBP_PEROXISOMAL_TRANSPORT		22	-0.35208103	-0.8650451	0.6452206	1.0	1.0	23950	tags=100%, list=65%, signal=284%	
GOBP_CELLULAR_RESPONSE_TO_VITAMIN_D	GOBP_CELLULAR_RESPONSE_TO_VITAMIN_D		23	-0.3415275	-0.8645637	0.6980462	1.0	1.0	91	tags=4%, list=0%, signal=4%	
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II	GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II		18	-0.35372162	-0.86358094	0.6594982	1.0	1.0	23888	tags=100%, list=65%, signal=283%	
GOBP_CILIUM_MOVEMENT	GOBP_CILIUM_MOVEMENT		270	-0.24046102	-0.8627708	0.84605265	1.0	1.0	7466	tags=27%, list=20%, signal=33%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE		19	-0.35432687	-0.86239725	0.6594982	1.0	1.0	23866	tags=100%, list=65%, signal=282%	
GOBP_ASTROCYTE_ACTIVATION	GOBP_ASTROCYTE_ACTIVATION		22	-0.344698	-0.8619671	0.67150635	1.0	1.0	9117	tags=32%, list=25%, signal=42%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION		107	-0.26318908	-0.8611084	0.78386605	1.0	1.0	1882	tags=3%, list=5%, signal=3%	
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS		24	-0.33863425	-0.8607036	0.7044248	1.0	1.0	8155	tags=29%, list=22%, signal=37%	
GOBP_THYROID_HORMONE_METABOLIC_PROCESS	GOBP_THYROID_HORMONE_METABOLIC_PROCESS		32	-0.31570646	-0.86046934	0.6819728	1.0	1.0	8062	tags=34%, list=22%, signal=44%	
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS	GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS		16	-0.37105727	-0.8581687	0.6381818	1.0	1.0	23247	tags=100%, list=63%, signal=270%	
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT		36	-0.30843547	-0.85643256	0.7078464	1.0	1.0	6524	tags=17%, list=18%, signal=20%	
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION		24	-0.3336626	-0.8558836	0.6980803	1.0	1.0	7663	tags=29%, list=21%, signal=37%	
GOBP_NK_T_CELL_ACTIVATION	GOBP_NK_T_CELL_ACTIVATION		23	-0.34142673	-0.85535616	0.6900175	1.0	1.0	8449	tags=30%, list=23%, signal=39%	
GOBP_REGULATION_OF_GOLGI_ORGANIZATION	GOBP_REGULATION_OF_GOLGI_ORGANIZATION		17	-0.35920832	-0.8550767	0.69911504	1.0	1.0	23685	tags=100%, list=64%, signal=278%	
GOBP_TRACHEA_DEVELOPMENT	GOBP_TRACHEA_DEVELOPMENT		21	-0.34579095	-0.8548013	0.6689775	1.0	1.0	4873	tags=10%, list=13%, signal=11%	
GOBP_SEX_DETERMINATION	GOBP_SEX_DETERMINATION		24	-0.3306738	-0.8537192	0.69298244	1.0	1.0	8439	tags=42%, list=23%, signal=54%	
GOBP_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION		59	-0.28168327	-0.8526558	0.77723575	1.0	1.0	9066	tags=36%, list=25%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH	GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH		64	-0.27815294	-0.85222316	0.7479407	1.0	1.0	6177	tags=16%, list=17%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS		52	-0.28753152	-0.8516695	0.75	1.0	1.0	7226	tags=31%, list=20%, signal=38%	
GOBP_IMMATURE_B_CELL_DIFFERENTIATION	GOBP_IMMATURE_B_CELL_DIFFERENTIATION		16	-0.3537118	-0.8511626	0.68476355	1.0	1.0	13668	tags=50%, list=37%, signal=79%	
GOBP_CELLULAR_RESPONSE_TO_CAMP	GOBP_CELLULAR_RESPONSE_TO_CAMP		58	-0.28070015	-0.8509351	0.7312	1.0	1.0	8429	tags=24%, list=23%, signal=31%	
GOBP_OLFACTORY_LOBE_DEVELOPMENT	GOBP_OLFACTORY_LOBE_DEVELOPMENT		45	-0.29906014	-0.85035264	0.7299509	1.0	1.0	5603	tags=11%, list=15%, signal=13%	
GOBP_DIGESTION	GOBP_DIGESTION		126	-0.2540236	-0.85034275	0.8367347	1.0	1.0	4119	tags=10%, list=11%, signal=12%	
GOBP_RRNA_PROCESSING	GOBP_RRNA_PROCESSING		216	-0.23925412	-0.85010225	0.8685637	1.0	1.0	28163	tags=100%, list=76%, signal=418%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION		18	-0.35286322	-0.8497805	0.6797153	1.0	1.0	1822	tags=6%, list=5%, signal=6%	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE		47	-0.2934306	-0.8488254	0.72875816	1.0	1.0	8155	tags=28%, list=22%, signal=35%	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS		48	-0.29399776	-0.84799534	0.750416	1.0	1.0	8875	tags=27%, list=24%, signal=36%	
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING	GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING		72	-0.26911554	-0.84699756	0.80061823	1.0	1.0	23667	tags=97%, list=64%, signal=270%	
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	GOBP_POSITIVE_REGULATION_OF_CELL_KILLING		83	-0.26625592	-0.8468666	0.7953846	1.0	1.0	6963	tags=24%, list=19%, signal=30%	
GOBP_DETECTION_OF_VISIBLE_LIGHT	GOBP_DETECTION_OF_VISIBLE_LIGHT		15	-0.36725742	-0.84676325	0.6739927	1.0	1.0	3555	tags=27%, list=10%, signal=29%	
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY		43	-0.29810375	-0.8460782	0.7445743	1.0	1.0	131	tags=2%, list=0%, signal=2%	
GOBP_REGULATION_OF_CATECHOLAMINE_SECRETION	GOBP_REGULATION_OF_CATECHOLAMINE_SECRETION		55	-0.28306904	-0.84547675	0.7528455	1.0	1.0	5698	tags=24%, list=15%, signal=28%	
GOBP_MACROPHAGE_DIFFERENTIATION	GOBP_MACROPHAGE_DIFFERENTIATION		69	-0.27236953	-0.84534574	0.78896105	1.0	1.0	9318	tags=29%, list=25%, signal=39%	
GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE		15	-0.36758304	-0.84484947	0.6778761	1.0	1.0	9676	tags=47%, list=26%, signal=63%	
GOBP_SPERMATID_DIFFERENTIATION	GOBP_SPERMATID_DIFFERENTIATION		266	-0.23325878	-0.8445792	0.9100529	1.0	1.0	7308	tags=20%, list=20%, signal=25%	
GOBP_OVULATION_CYCLE	GOBP_OVULATION_CYCLE		78	-0.27115667	-0.84450144	0.7881098	1.0	1.0	6756	tags=19%, list=18%, signal=23%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION		80	-0.26845154	-0.8441347	0.7996845	1.0	1.0	3075	tags=8%, list=8%, signal=8%	
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE	GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE		23	-0.33164808	-0.84302884	0.7254902	1.0	1.0	5510	tags=13%, list=15%, signal=15%	
GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION		18	-0.35523787	-0.8418254	0.69391304	1.0	1.0	23832	tags=100%, list=64%, signal=282%	
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE		161	-0.24153087	-0.84157544	0.84757835	1.0	1.0	8767	tags=26%, list=24%, signal=34%	
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA		18	-0.35228658	-0.84148365	0.70608693	1.0	1.0	23941	tags=100%, list=65%, signal=284%	
GOBP_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_I	GOBP_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_I		16	-0.36539868	-0.8413665	0.68694097	1.0	1.0	23456	tags=100%, list=63%, signal=274%	
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION		30	-0.3120961	-0.8406147	0.7385159	1.0	1.0	9066	tags=27%, list=25%, signal=35%	
GOBP_CELL_CELL_RECOGNITION	GOBP_CELL_CELL_RECOGNITION		71	-0.27071804	-0.84041345	0.79514414	1.0	1.0	7797	tags=21%, list=21%, signal=27%	
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	GOBP_ALPHA_BETA_T_CELL_PROLIFERATION		45	-0.29376817	-0.84008443	0.752459	1.0	1.0	8490	tags=29%, list=23%, signal=37%	
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION		59	-0.27730334	-0.8399493	0.78617364	1.0	1.0	8824	tags=34%, list=24%, signal=44%	
GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS		16	-0.36077473	-0.8396834	0.682243	1.0	1.0	8285	tags=25%, list=22%, signal=32%	
GOBP_ENERGY_HOMEOSTASIS	GOBP_ENERGY_HOMEOSTASIS		109	-0.25374222	-0.83900976	0.8300455	1.0	1.0	8690	tags=24%, list=24%, signal=31%	
GOBP_SPERM_DNA_CONDENSATION	GOBP_SPERM_DNA_CONDENSATION		17	-0.35121068	-0.8389924	0.68813556	1.0	1.0	5885	tags=24%, list=16%, signal=28%	
GOBP_OOCYTE_MATURATION	GOBP_OOCYTE_MATURATION		37	-0.30455306	-0.83894783	0.73898304	1.0	1.0	9301	tags=32%, list=25%, signal=43%	
GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS	GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS		15	-0.36721486	-0.8387644	0.6719577	1.0	1.0	8263	tags=33%, list=22%, signal=43%	
GOBP_INNERVATION	GOBP_INNERVATION		31	-0.30843195	-0.83843756	0.7258065	1.0	1.0	8538	tags=35%, list=23%, signal=46%	
GOBP_VIRAL_GENE_EXPRESSION	GOBP_VIRAL_GENE_EXPRESSION		53	-0.28331658	-0.83787	0.7757774	1.0	1.0	1822	tags=4%, list=5%, signal=4%	
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY		230	-0.23490874	-0.8370806	0.9007937	1.0	1.0	7466	tags=27%, list=20%, signal=34%	
GOBP_TRIPARTITE_REGIONAL_SUBDIVISION	GOBP_TRIPARTITE_REGIONAL_SUBDIVISION		17	-0.3569882	-0.83705664	0.7083333	1.0	1.0	8195	tags=35%, list=22%, signal=45%	
GOBP_REGULATION_OF_EXOSOMAL_SECRETION	GOBP_REGULATION_OF_EXOSOMAL_SECRETION		17	-0.35411817	-0.8367011	0.7013889	1.0	1.0	23873	tags=100%, list=65%, signal=282%	
GOBP_SEROTONIN_SECRETION	GOBP_SEROTONIN_SECRETION		16	-0.3548002	-0.8356761	0.6983842	1.0	1.0	4214	tags=19%, list=11%, signal=21%	
GOBP_MICROTUBULE_BUNDLE_FORMATION	GOBP_MICROTUBULE_BUNDLE_FORMATION		144	-0.24686241	-0.83494925	0.84900284	1.0	1.0	7754	tags=26%, list=21%, signal=33%	
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD		27	-0.3193163	-0.834394	0.7413793	1.0	1.0	9117	tags=30%, list=25%, signal=39%	
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS		24	-0.33095697	-0.83431923	0.7064846	1.0	1.0	8285	tags=29%, list=22%, signal=38%	
GOBP_MONOCYTE_CHEMOTAXIS	GOBP_MONOCYTE_CHEMOTAXIS		43	-0.29460266	-0.833364	0.74025977	1.0	1.0	4027	tags=9%, list=11%, signal=10%	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS		15	-0.36530757	-0.83323395	0.71272725	1.0	1.0	23459	tags=100%, list=63%, signal=274%	
GOBP_WALKING_BEHAVIOR	GOBP_WALKING_BEHAVIOR		56	-0.27897537	-0.8308922	0.77850163	1.0	1.0	8809	tags=23%, list=24%, signal=30%	
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT		59	-0.27829692	-0.82909733	0.776873	1.0	1.0	2778	tags=8%, list=8%, signal=9%	
GOBP_TRANSPOSITION	GOBP_TRANSPOSITION		42	-0.28908908	-0.82790816	0.77723575	1.0	1.0	5771	tags=17%, list=16%, signal=20%	
GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT		34	-0.29977497	-0.8268497	0.7517007	1.0	1.0	6177	tags=15%, list=17%, signal=18%	
GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS		23	-0.32631618	-0.826378	0.73183393	1.0	1.0	6686	tags=22%, list=18%, signal=27%	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION		101	-0.25012213	-0.8261832	0.85362095	1.0	1.0	27735	tags=100%, list=75%, signal=400%	
GOBP_RRNA_TRANSCRIPTION	GOBP_RRNA_TRANSCRIPTION		45	-0.28933856	-0.82569706	0.7918089	1.0	1.0	23456	tags=98%, list=63%, signal=267%	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS		46	-0.28725517	-0.82565194	0.77403843	1.0	1.0	8148	tags=24%, list=22%, signal=31%	
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS		16	-0.36042416	-0.82558376	0.6931217	1.0	1.0	7919	tags=25%, list=21%, signal=32%	
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE		16	-0.35202384	-0.82453257	0.72291297	1.0	1.0	23950	tags=100%, list=65%, signal=284%	
GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE	GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE		25	-0.31687757	-0.8242289	0.7542662	1.0	1.0	2239	tags=4%, list=6%, signal=4%	
GOBP_REGULATION_OF_RRNA_PROCESSING	GOBP_REGULATION_OF_RRNA_PROCESSING		16	-0.3544064	-0.82292837	0.7428058	1.0	1.0	23862	tags=100%, list=65%, signal=282%	
GOBP_NUCLEOTIDE_EXCISION_REPAIR	GOBP_NUCLEOTIDE_EXCISION_REPAIR		78	-0.26417086	-0.822587	0.8325123	1.0	1.0	23977	tags=96%, list=65%, signal=273%	
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT	GOBP_MONOCARBOXYLIC_ACID_TRANSPORT		176	-0.23551758	-0.8220796	0.9198312	1.0	1.0	8874	tags=26%, list=24%, signal=34%	
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM		98	-0.2522969	-0.8212345	0.86039454	1.0	1.0	7949	tags=27%, list=22%, signal=34%	
GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY		16	-0.34217477	-0.8207982	0.721223	1.0	1.0	5003	tags=19%, list=14%, signal=22%	
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT		22	-0.32873377	-0.8204621	0.74603176	1.0	1.0	8461	tags=27%, list=23%, signal=35%	
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		23	-0.32162476	-0.82029545	0.74863386	1.0	1.0	5641	tags=9%, list=15%, signal=10%	
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION	GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION		23	-0.31849515	-0.8196015	0.7583187	1.0	1.0	6111	tags=26%, list=17%, signal=31%	
GOBP_REGULATION_OF_CILIUM_MOVEMENT	GOBP_REGULATION_OF_CILIUM_MOVEMENT		38	-0.29748392	-0.81906426	0.76724136	1.0	1.0	7093	tags=34%, list=19%, signal=42%	
