NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_PYROPTOTIC_CELL_DEATH	GOBP_PYROPTOTIC_CELL_DEATH	Details ...	15	-0.72541916	-1.6530535	0.0036036037	1.0	0.999	6181	tags=47%, list=17%, signal=56%	
GOBP_SPERM_AXONEME_ASSEMBLY	GOBP_SPERM_AXONEME_ASSEMBLY	Details ...	32	-0.58377427	-1.6076605	0.005244755	1.0	1.0	7179	tags=41%, list=19%, signal=50%	
GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT	GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT	Details ...	25	-0.59635645	-1.547552	0.015384615	1.0	1.0	6345	tags=32%, list=17%, signal=39%	
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	Details ...	43	-0.54425895	-1.5456365	0.013333334	1.0	1.0	5796	tags=19%, list=16%, signal=22%	
GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	Details ...	34	-0.57105553	-1.5430157	0.013445378	1.0	1.0	5407	tags=21%, list=15%, signal=24%	
GOBP_GONADOTROPIN_SECRETION	GOBP_GONADOTROPIN_SECRETION	Details ...	19	-0.6454297	-1.5395601	0.017605634	1.0	1.0	1724	tags=21%, list=5%, signal=22%	
GOBP_NEGATIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	Details ...	18	-0.6268363	-1.5134778	0.040441178	1.0	1.0	4356	tags=17%, list=12%, signal=19%	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	Details ...	17	-0.6326769	-1.48468	0.04553734	1.0	1.0	9247	tags=53%, list=25%, signal=71%	
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	Details ...	349	-0.39574674	-1.4666842	0.0	1.0	1.0	3527	tags=19%, list=10%, signal=20%	
GOBP_REGULATION_OF_HEAT_GENERATION	GOBP_REGULATION_OF_HEAT_GENERATION	Details ...	16	-0.62654835	-1.4343897	0.071813285	1.0	1.0	8155	tags=50%, list=22%, signal=64%	
GOBP_AUTOPHAGY_OF_PEROXISOME	GOBP_AUTOPHAGY_OF_PEROXISOME	Details ...	17	-0.60601014	-1.4249713	0.071174376	1.0	1.0	549	tags=6%, list=1%, signal=6%	
GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	Details ...	16	-0.6059595	-1.4096913	0.093457945	1.0	1.0	2263	tags=19%, list=6%, signal=20%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	Details ...	19	-0.58139586	-1.406152	0.057866186	1.0	1.0	8530	tags=42%, list=23%, signal=55%	
GOBP_CONSTITUTIVE_HETEROCHROMATIN_FORMATION	GOBP_CONSTITUTIVE_HETEROCHROMATIN_FORMATION	Details ...	59	-0.46327496	-1.4020879	0.036277603	1.0	1.0	5771	tags=14%, list=16%, signal=16%	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	Details ...	15	-0.6119476	-1.4004395	0.08131488	1.0	1.0	8155	tags=47%, list=22%, signal=60%	
GOBP_HEAT_GENERATION	GOBP_HEAT_GENERATION	Details ...	22	-0.54918593	-1.3912833	0.07413793	1.0	1.0	8494	tags=50%, list=23%, signal=65%	
GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION	GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION	Details ...	16	-0.58799815	-1.3866779	0.08657244	1.0	1.0	7773	tags=38%, list=21%, signal=47%	
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	Details ...	143	-0.40961233	-1.3854351	0.010144928	1.0	1.0	3792	tags=16%, list=10%, signal=18%	
GOBP_REGULATION_OF_SENSORY_PERCEPTION	GOBP_REGULATION_OF_SENSORY_PERCEPTION	Details ...	20	-0.56202877	-1.3780583	0.08885018	1.0	1.0	7413	tags=40%, list=20%, signal=50%	
GOBP_DNA_METHYLATION_DEPENDENT_CONSTITUTIVE_HETEROCHROMATIN_FORMATION	GOBP_DNA_METHYLATION_DEPENDENT_CONSTITUTIVE_HETEROCHROMATIN_FORMATION	Details ...	37	-0.49526745	-1.3750525	0.06546645	1.0	1.0	5771	tags=19%, list=16%, signal=22%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II		25	-0.5359459	-1.3694357	0.090252705	1.0	1.0	8530	tags=40%, list=23%, signal=52%	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS	GOBP_DETECTION_OF_CHEMICAL_STIMULUS		294	-0.37568456	-1.3645018	0.007585335	1.0	1.0	4014	tags=19%, list=11%, signal=21%	
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION	GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION		19	-0.5539188	-1.3619591	0.10332103	1.0	1.0	424	tags=5%, list=1%, signal=5%	
GOBP_LIPID_DIGESTION	GOBP_LIPID_DIGESTION		19	-0.5601009	-1.3566418	0.09653916	1.0	1.0	135	tags=11%, list=0%, signal=11%	
GOBP_PEPTIDYL_PROLINE_MODIFICATION	GOBP_PEPTIDYL_PROLINE_MODIFICATION		16	-0.5866198	-1.3427204	0.12177122	1.0	1.0	1342	tags=6%, list=4%, signal=6%	
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION	GOBP_RETINAL_CONE_CELL_DIFFERENTIATION		15	-0.5728941	-1.3411803	0.101265825	1.0	1.0	6560	tags=40%, list=18%, signal=49%	
GOBP_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	GOBP_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS		16	-0.5689915	-1.3315084	0.13611615	1.0	1.0	2275	tags=19%, list=6%, signal=20%	
GOBP_RESPONSE_TO_AMPHETAMINE	GOBP_RESPONSE_TO_AMPHETAMINE		35	-0.48694885	-1.3289243	0.07578254	1.0	1.0	6177	tags=23%, list=17%, signal=27%	
GOBP_TRANSPOSABLE_ELEMENT_SILENCING_BY_HETEROCHROMATIN_FORMATION	GOBP_TRANSPOSABLE_ELEMENT_SILENCING_BY_HETEROCHROMATIN_FORMATION		27	-0.5096938	-1.3119829	0.09557522	1.0	1.0	5771	tags=26%, list=16%, signal=31%	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC		18	-0.54040045	-1.3033643	0.10760668	1.0	1.0	2123	tags=22%, list=6%, signal=24%	
GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION		20	-0.5233741	-1.2989854	0.123674914	1.0	1.0	8572	tags=30%, list=23%, signal=39%	
GOBP_POSITIVE_REGULATION_OF_ICOSANOID_SECRETION	GOBP_POSITIVE_REGULATION_OF_ICOSANOID_SECRETION		22	-0.50706714	-1.2815148	0.13013698	1.0	1.0	8100	tags=32%, list=22%, signal=41%	
GOBP_RESPONSE_TO_PHEROMONE	GOBP_RESPONSE_TO_PHEROMONE		51	-0.43396133	-1.2802578	0.10445205	1.0	1.0	3527	tags=24%, list=10%, signal=26%	
GOBP_POST_TRANSCRIPTIONAL_GENE_SILENCING	GOBP_POST_TRANSCRIPTIONAL_GENE_SILENCING		135	-0.37837124	-1.2776091	0.05077574	1.0	1.0	3299	tags=12%, list=9%, signal=13%	
GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION		36	-0.46682826	-1.2752008	0.1384083	1.0	1.0	9026	tags=42%, list=24%, signal=55%	
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	GOBP_RETINAL_ROD_CELL_DIFFERENTIATION		22	-0.50624794	-1.2694987	0.14285715	1.0	1.0	9026	tags=45%, list=24%, signal=60%	
GOBP_VIRAL_TRANSLATION	GOBP_VIRAL_TRANSLATION		22	-0.5060634	-1.2663718	0.14827587	1.0	1.0	1773	tags=5%, list=5%, signal=5%	
GOBP_SYNAPTONEMAL_COMPLEX_ORGANIZATION	GOBP_SYNAPTONEMAL_COMPLEX_ORGANIZATION		28	-0.47494033	-1.2610523	0.16812609	1.0	1.0	7912	tags=46%, list=21%, signal=59%	
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT	GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT		67	-0.41195446	-1.2565203	0.11057692	1.0	1.0	9280	tags=34%, list=25%, signal=46%	
GOBP_CEREBROSPINAL_FLUID_CIRCULATION	GOBP_CEREBROSPINAL_FLUID_CIRCULATION		19	-0.52523667	-1.252503	0.17636363	1.0	1.0	7620	tags=47%, list=21%, signal=60%	
GOBP_POLYAMINE_METABOLIC_PROCESS	GOBP_POLYAMINE_METABOLIC_PROCESS		21	-0.5138268	-1.2496383	0.17798164	1.0	1.0	14757	tags=71%, list=40%, signal=119%	
GOBP_PIRNA_PROCESSING	GOBP_PIRNA_PROCESSING		21	-0.49329737	-1.2450584	0.18439716	1.0	1.0	8166	tags=43%, list=22%, signal=55%	
GOBP_THYROID_HORMONE_GENERATION	GOBP_THYROID_HORMONE_GENERATION		22	-0.49248964	-1.2332516	0.18761063	1.0	1.0	8062	tags=41%, list=22%, signal=52%	
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT	GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT		27	-0.4601887	-1.2284919	0.17567568	1.0	1.0	1378	tags=4%, list=4%, signal=4%	
GOBP_N_GLYCAN_PROCESSING	GOBP_N_GLYCAN_PROCESSING		21	-0.49621788	-1.2259266	0.19081272	1.0	1.0	8398	tags=29%, list=23%, signal=37%	
GOBP_MEMBRANE_HYPERPOLARIZATION	GOBP_MEMBRANE_HYPERPOLARIZATION		20	-0.5037097	-1.2136513	0.19464286	1.0	1.0	7008	tags=30%, list=19%, signal=37%	
GOBP_DETECTION_OF_STIMULUS	GOBP_DETECTION_OF_STIMULUS		453	-0.3196951	-1.2081649	0.03803681	1.0	1.0	4792	tags=17%, list=13%, signal=20%	
GOBP_REGULATION_OF_ICOSANOID_SECRETION	GOBP_REGULATION_OF_ICOSANOID_SECRETION		27	-0.45678052	-1.2072123	0.18363637	1.0	1.0	8738	tags=30%, list=24%, signal=39%	
GOBP_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION	GOBP_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION		17	-0.505582	-1.198687	0.22423147	1.0	1.0	5771	tags=35%, list=16%, signal=42%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME		21	-0.48240557	-1.1933715	0.22278911	1.0	1.0	8193	tags=24%, list=22%, signal=31%	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION		19	-0.48443365	-1.1924653	0.2173913	1.0	1.0	8343	tags=26%, list=23%, signal=34%	
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING		18	-0.48780733	-1.1922661	0.22710623	1.0	1.0	902	tags=6%, list=2%, signal=6%	
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT		18	-0.4933527	-1.1892225	0.2232305	1.0	1.0	6177	tags=22%, list=17%, signal=27%	
GOBP_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		27	-0.45625186	-1.1889307	0.20383275	1.0	1.0	67	tags=4%, list=0%, signal=4%	
GOBP_ICOSANOID_SECRETION	GOBP_ICOSANOID_SECRETION		48	-0.40378007	-1.1815572	0.19565217	1.0	1.0	8874	tags=38%, list=24%, signal=49%	
GOBP_INTESTINAL_LIPID_ABSORPTION	GOBP_INTESTINAL_LIPID_ABSORPTION		22	-0.4716299	-1.1803519	0.24911661	1.0	1.0	17	tags=9%, list=0%, signal=9%	
GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS		24	-0.46290672	-1.1799319	0.22365989	1.0	1.0	6111	tags=17%, list=17%, signal=20%	
GOBP_PURINE_RIBONUCLEOTIDE_SALVAGE	GOBP_PURINE_RIBONUCLEOTIDE_SALVAGE		15	-0.5064173	-1.1747268	0.24770643	1.0	1.0	8875	tags=33%, list=24%, signal=44%	
GOBP_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	GOBP_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION		18	-0.4905758	-1.1644447	0.24686942	1.0	1.0	8927	tags=50%, list=24%, signal=66%	
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION		33	-0.43004838	-1.1585484	0.23434705	1.0	1.0	8195	tags=21%, list=22%, signal=27%	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION		24	-0.45003024	-1.1571896	0.24333926	1.0	1.0	5933	tags=17%, list=16%, signal=20%	
GOBP_SPERM_CAPACITATION	GOBP_SPERM_CAPACITATION		31	-0.4322521	-1.1555194	0.23966943	1.0	1.0	3360	tags=26%, list=9%, signal=28%	
GOBP_INSULIN_METABOLIC_PROCESS	GOBP_INSULIN_METABOLIC_PROCESS		22	-0.4646167	-1.1551205	0.2504638	1.0	1.0	8757	tags=36%, list=24%, signal=48%	
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL		21	-0.46860492	-1.1548193	0.27474403	1.0	1.0	2758	tags=10%, list=7%, signal=10%	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		36	-0.4145353	-1.1501838	0.253886	1.0	1.0	6093	tags=31%, list=16%, signal=37%	
GOBP_OVULATION_CYCLE_PROCESS	GOBP_OVULATION_CYCLE_PROCESS		56	-0.3849558	-1.1464001	0.23089431	1.0	1.0	6756	tags=23%, list=18%, signal=28%	
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION	GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION		341	-0.31248158	-1.1445003	0.12577833	1.0	1.0	3828	tags=9%, list=10%, signal=10%	
GOBP_BRAIN_MORPHOGENESIS	GOBP_BRAIN_MORPHOGENESIS		42	-0.39814815	-1.1439613	0.24311183	1.0	1.0	7093	tags=21%, list=19%, signal=26%	
GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE		16	-0.4938022	-1.1424333	0.27037036	1.0	1.0	7988	tags=31%, list=22%, signal=40%	
GOBP_FOREBRAIN_MORPHOGENESIS	GOBP_FOREBRAIN_MORPHOGENESIS		16	-0.48744482	-1.1403999	0.2782101	1.0	1.0	6304	tags=25%, list=17%, signal=30%	
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER		41	-0.40565947	-1.1401491	0.2545757	1.0	1.0	2532	tags=5%, list=7%, signal=5%	
GOBP_GAP_JUNCTION_ASSEMBLY	GOBP_GAP_JUNCTION_ASSEMBLY		17	-0.46950275	-1.1354024	0.29574862	1.0	1.0	5582	tags=18%, list=15%, signal=21%	
GOBP_ARACHIDONATE_SECRETION	GOBP_ARACHIDONATE_SECRETION		31	-0.42127305	-1.1329472	0.2839721	1.0	1.0	8874	tags=45%, list=24%, signal=59%	
GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING		194	-0.3207668	-1.131734	0.17496444	1.0	1.0	6305	tags=14%, list=17%, signal=17%	
GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY		65	-0.36995924	-1.1280923	0.24534161	1.0	1.0	9397	tags=32%, list=25%, signal=43%	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY		21	-0.4512164	-1.124695	0.29502574	1.0	1.0	7426	tags=19%, list=20%, signal=24%	
GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION		29	-0.42028087	-1.1242386	0.28842834	1.0	1.0	3045	tags=10%, list=8%, signal=11%	
GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION		41	-0.3991231	-1.1240456	0.27347612	1.0	1.0	8757	tags=32%, list=24%, signal=42%	
GOBP_AXONAL_FASCICULATION	GOBP_AXONAL_FASCICULATION		27	-0.42867053	-1.1216977	0.28691274	1.0	1.0	8440	tags=37%, list=23%, signal=48%	
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		15	-0.48588583	-1.1168634	0.3246528	1.0	1.0	5933	tags=20%, list=16%, signal=24%	
GOBP_TRICARBOXYLIC_ACID_CYCLE	GOBP_TRICARBOXYLIC_ACID_CYCLE		32	-0.41108802	-1.1162142	0.2928082	1.0	1.0	5444	tags=9%, list=15%, signal=11%	
GOBP_RENAL_FILTRATION	GOBP_RENAL_FILTRATION		33	-0.4152775	-1.1159663	0.29391304	1.0	1.0	8441	tags=27%, list=23%, signal=35%	
GOBP_EPITHELIAL_CELL_FATE_COMMITMENT	GOBP_EPITHELIAL_CELL_FATE_COMMITMENT		15	-0.49768656	-1.1150212	0.3221239	1.0	1.0	135	tags=7%, list=0%, signal=7%	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION		21	-0.45485535	-1.1131142	0.31059247	1.0	1.0	9244	tags=52%, list=25%, signal=70%	
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL	GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL		37	-0.40262365	-1.1120499	0.29151943	1.0	1.0	8980	tags=46%, list=24%, signal=61%	
GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS		17	-0.47622964	-1.1107587	0.34380776	1.0	1.0	6522	tags=29%, list=18%, signal=36%	
GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS		28	-0.41865942	-1.1080343	0.29032257	1.0	1.0	8600	tags=29%, list=23%, signal=37%	
GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION	GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION		73	-0.36017454	-1.1074443	0.2659409	1.0	1.0	9101	tags=40%, list=25%, signal=53%	
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION	GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION		47	-0.3814089	-1.1063712	0.2864	1.0	1.0	3937	tags=6%, list=11%, signal=7%	
GOBP_PEROXISOME_ORGANIZATION	GOBP_PEROXISOME_ORGANIZATION		37	-0.40435743	-1.1054764	0.30050084	1.0	1.0	549	tags=3%, list=1%, signal=3%	
GOBP_PARENTAL_BEHAVIOR	GOBP_PARENTAL_BEHAVIOR		21	-0.4458689	-1.104937	0.32730561	1.0	1.0	3950	tags=19%, list=11%, signal=21%	
GOBP_RESPONSE_TO_AMINE	GOBP_RESPONSE_TO_AMINE		54	-0.3733553	-1.1039884	0.2687813	1.0	1.0	8441	tags=28%, list=23%, signal=36%	
GOBP_RESPONSE_TO_ANTIBIOTIC	GOBP_RESPONSE_TO_ANTIBIOTIC		41	-0.38628972	-1.1026949	0.2796748	1.0	1.0	9201	tags=24%, list=25%, signal=32%	
GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE		71	-0.35556102	-1.1012588	0.2845912	1.0	1.0	7104	tags=27%, list=19%, signal=33%	
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS	GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS		56	-0.36804554	-1.096159	0.2971246	1.0	1.0	7104	tags=32%, list=19%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT		37	-0.39253697	-1.0944645	0.319933	1.0	1.0	6111	tags=14%, list=17%, signal=16%	
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY		84	-0.34479266	-1.0934778	0.29829985	1.0	1.0	4569	tags=12%, list=12%, signal=14%	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		21	-0.43890393	-1.0930731	0.34341636	1.0	1.0	8285	tags=24%, list=22%, signal=31%	
GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION		27	-0.41365242	-1.0903206	0.33620688	1.0	1.0	9066	tags=26%, list=25%, signal=34%	
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR		44	-0.38158053	-1.0901933	0.30884808	1.0	1.0	15796	tags=59%, list=43%, signal=103%	
GOBP_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	GOBP_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL		17	-0.465357	-1.0898734	0.3493761	1.0	1.0	7853	tags=29%, list=21%, signal=37%	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION		88	-0.34109735	-1.0886643	0.2807808	1.0	1.0	8271	tags=28%, list=22%, signal=37%	
GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR		20	-0.44123685	-1.0824964	0.36643836	1.0	1.0	4666	tags=15%, list=13%, signal=17%	
GOBP_LIPID_IMPORT_INTO_CELL	GOBP_LIPID_IMPORT_INTO_CELL		26	-0.41843498	-1.0773001	0.35181975	1.0	1.0	2758	tags=8%, list=7%, signal=8%	
GOBP_PROTEIN_LIPID_COMPLEX_ASSEMBLY	GOBP_PROTEIN_LIPID_COMPLEX_ASSEMBLY		30	-0.40683377	-1.0752559	0.34494773	1.0	1.0	4973	tags=13%, list=13%, signal=15%	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		17	-0.45157588	-1.0748287	0.34285715	1.0	1.0	5933	tags=24%, list=16%, signal=28%	
GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION		29	-0.40323827	-1.0746547	0.35714287	1.0	1.0	4026	tags=17%, list=11%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT		53	-0.36071628	-1.0741723	0.34094617	1.0	1.0	2778	tags=13%, list=8%, signal=14%	
GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME		54	-0.35973784	-1.0734562	0.32659933	1.0	1.0	5521	tags=13%, list=15%, signal=15%	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION	GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION		17	-0.4559797	-1.0730821	0.3614035	1.0	1.0	5475	tags=18%, list=15%, signal=21%	
GOBP_RESPONSE_TO_CHOLESTEROL	GOBP_RESPONSE_TO_CHOLESTEROL		28	-0.40219298	-1.0729244	0.3471223	1.0	1.0	8329	tags=25%, list=23%, signal=32%	
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION		17	-0.45404702	-1.0698384	0.37127846	1.0	1.0	9112	tags=35%, list=25%, signal=47%	
